arg-id,x,y,cluster-level-1-id,cluster-level-2-id,argument
A184_0,2.523816,-1.2425572,1_4,2_1,"Should Phonons be part of future AI, this should be"
A184_1,2.4058797,1.8391067,1_2,2_10,"part of future AI, this should be widely known"
A183_0,3.8320537,1.195936,1_3,2_6,We are unlikely to ever agree on global AI regulation
A182_0,1.824832,1.2677764,1_5,2_11,It's too late to think about AI replacing us or
A182_1,1.1362329,1.5108879,1_1,2_7,"to think about AI replacing us or not, either we"
A180_0,4.5564833,2.126766,1_2,2_2,"We need a de facto World Government initiated by G7,"
A180_1,3.8454156,2.9403594,1_2,2_12,"de facto World Government initiated by G7, incorporating members from"
A180_2,4.050508,2.609066,1_2,2_12,"Government initiated by G7, incorporating members from NATO, EU, the"
A181_0,4.377268,0.6935621,1_3,2_6,We should make a Global Welfare State to mitigate the
A179_0,3.319692,1.59637,1_2,2_10,We should Create Global AI Governance Agency (GAIGA) under the
A179_1,3.0933354,1.2616384,1_2,2_5,Global AI Governance Agency (GAIGA) under the mandate of the
A178_0,2.485584,-1.4169366,1_4,2_1,We need to create one Superintelligence Programme managed by One-AI
A177_0,2.6923592,1.444784,1_2,2_10,We should create One-AI Joint Venture Company to consolidate the
A176_0,1.786782,2.3563187,1_1,2_0,We need to create Global AI Control Agency (GAICA) to
A176_1,0.90452766,-0.1523277,1_5,2_4,create Global AI Control Agency (GAICA) to control AI development
A175_0,3.7140832,1.6671845,1_2,2_2,We should create a Global AI Regulation Authority (GAIRA) to
A175_1,3.0177023,-0.66359955,1_3,2_13,a Global AI Regulation Authority (GAIRA) to regulate the use
A175_2,3.6895726,2.9831774,1_2,2_12,Regulation Authority (GAIRA) to regulate the use of AI by
A174_0,4.698468,1.2793428,1_3,2_6,We should undertake a comprehensive deep and fast reform of
A173_0,3.3508022,-1.1248181,1_3,2_13,We need to adjust world governance towards a civilisational shift
A173_1,3.6163409,-0.28760344,1_3,2_9,adjust world governance towards a civilisational shift
A173_2,1.2178795,2.4963229,1_1,2_0,need to adjust world governance towards a civilisational shift
A152_0,1.6613237,-1.0839902,1_4,2_8,Setup permanent on-going support for AI Safety Summits as virtual
A152_1,2.3187048,1.1288711,1_5,2_11,support for AI Safety Summits as virtual monthly global conferences
A152_2,1.1934959,2.3924818,1_1,2_0,Safety Summits as virtual monthly global conferences supported by a
A172_0,4.4097347,2.4876304,1_2,2_2,"We need to discuss how politics , government and law"
A172_1,4.293464,1.8977541,1_2,2_2,"discuss how politics , government and law will be affected"
A171_0,1.6835856,1.2921008,1_5,2_11,How will AI and its spin-offs affect politics and law?
A171_1,3.3397725,2.515536,1_2,2_12,and its spin-offs affect politics and law? Our current systems
A170_0,1.4838371,2.170065,1_1,2_0,People fear what they do not understand. Developing a better
A170_1,4.0056,0.6231192,1_3,2_6,they do not understand. Developing a better comprehensive narrative on
A169_0,1.0828016,1.9477309,1_1,2_7,The epistemic risks of AI are a projection of fears
A169_1,3.717593,0.2921659,1_3,2_9,of AI are a projection of fears of our own
A169_2,0.58474666,0.19868581,1_5,2_4,a projection of fears of our own collective shadow. AI
A168_0,4.4898324,2.069537,1_2,2_2,Governments cannot fight against this huge technological revolution. They must
A168_1,2.3117232,0.5111488,1_5,2_14,against this huge technological revolution. They must instead adapt current
A168_2,3.894121,0.6437672,1_3,2_6,technological revolution. They must instead adapt current systems to the
A167_0,2.6664786,0.18051946,1_5,2_14,AI companions should not be used as a replacement strategy
A167_1,5.269966,0.061220482,1_3,2_3,not be used as a replacement strategy for real human
A167_2,1.650052,-0.7587937,1_4,2_8,as a replacement strategy for real human contact in our
A166_0,1.1632185,1.1576642,1_1,2_7,Regulators must establish minimum standards of explainability ('black box' problem)
A166_1,2.0635664,-0.17653917,1_5,2_14,minimum standards of explainability ('black box' problem) and ban the
A120_0,3.846478,2.2877316,1_2,2_12,We need quality regulation that stops abuses and dangerous developments
A120_1,0.7402648,2.3422859,1_1,2_7,regulation that stops abuses and dangerous developments but is fast
A165_0,1.6767082,1.8861313,1_1,2_0,"As we expand AI, we collectively redefine what counts as"
A165_1,2.240324,-0.61519474,1_4,2_1,"AI, we collectively redefine what counts as knowledge in our"
A164_0,0.4773948,1.4212252,1_1,2_7,Like most technologies that are powerful but dangerous if used
A164_1,1.2237537,2.320554,1_1,2_0,"that are powerful but dangerous if used incorrectly, users should"
A137_0,3.1453328,0.7222262,1_2,2_5,It is naive to expect that an arms race for
A137_1,2.6803706,1.6729789,1_2,2_10,to expect that an arms race for AI supremacy should
A137_2,1.1049012,1.9761885,1_1,2_7,an arms race for AI supremacy should not be allowed.
A151_0,3.4083672,-0.70725876,1_3,2_13,It is important that AI governance does not lead to
A151_1,1.1251531,0.10342498,1_5,2_4,"that AI governance does not lead to confrontation between states,"
A151_2,2.1277409,-1.7370968,1_4,2_1,"does not lead to confrontation between states, AI should be"
A153_0,1.1450907,-0.3543663,1_5,2_4,Is AI really the future or is something too overhyped??
A153_1,4.1219544,2.4268363,1_2,2_2,the future or is something too overhyped??
A159_0,3.2926698,1.9325593,1_2,2_10,Inter-state/national AI forums should focus first and foremost on applications
A160_0,0.7295532,1.457619,1_1,2_7,More attention should be given to risks in psychological exploitation
A160_1,0.85494167,2.252058,1_1,2_7,be given to risks in psychological exploitation of consumers and
A163_0,1.7421434,0.6485079,1_5,2_11,Artificial general intelligence (AGI) should make easier life easier but
A163_1,2.246375,1.6275064,1_2,2_10,(AGI) should make easier life easier but we should aim
A162_0,2.4776485,0.8526228,1_2,2_5,I propose AI should be folded into a global-scale Open
A161_0,2.1553254,-0.6313862,1_4,2_1,"Use of publicly available data to train AI is inequitable,"
A161_1,0.642218,-0.1301261,1_5,2_4,"available data to train AI is inequitable, and will require"
A161_2,3.5726907,0.18137033,1_3,2_9,"train AI is inequitable, and will require copyright reform to"
A158_0,3.823016,-0.34784755,1_3,2_9,AI regulation will be contingent on better regulation of mass
A157_0,2.391497,1.9557809,1_2,2_10,We have reached a point where technology is evolving much
A157_1,3.0330565,0.36522532,1_3,2_9,a point where technology is evolving much faster than humanity
A156_0,2.4467533,-0.62620175,1_4,2_1,My biggest worry is what entities can be trusted with
A156_1,3.887998,0.4723462,1_3,2_6,is what entities can be trusted with controlling such powerful
A156_2,2.0191555,1.5905108,1_5,2_11,"can be trusted with controlling such powerful technology, especially given"
A155_0,3.2979782,-1.1233104,1_3,2_13,AI is the way forward for global cooperation in international
A154_0,4.418494,0.8162611,1_3,2_6,"Local CSOs need long term, predictable funding for capacity and"
A154_1,3.4434679,2.3864522,1_2,2_12,"long term, predictable funding for capacity and consultation to ensure"
A154_2,4.0021925,0.62074226,1_3,2_6,funding for capacity and consultation to ensure global majority views
A150_0,4.409481,1.1409706,1_3,2_6,Command 10. Create a Global Welfare State to mitigate the
A150_1,3.5157313,0.52439356,1_3,2_9,a Global Welfare State to mitigate the challenges posed by
A149_0,4.454913,2.195833,1_2,2_2,"Command 9.Create a de facto World Government initiated by G7,"
A149_1,4.12951,2.726005,1_2,2_12,"de facto World Government initiated by G7, incorporating members from"
A149_2,3.4771252,2.6645749,1_2,2_12,"Government initiated by G7, incorporating members from NATO, EU, the"
A148_0,1.693918,2.0022483,1_1,2_0,Command 8.Create Global AI Governance Agency (GAIGA) under the mandate
A148_1,1.0609634,0.4393031,1_5,2_4,AI Governance Agency (GAIGA) under the mandate of the G7
A147_0,2.4028277,-0.5710335,1_4,2_1,Commandment 7.Create one Superintelligence Programme managed by One-AI JV company
A146_0,2.1100492,1.1461874,1_5,2_11,Commandment 6.Create One-AI Joint Venture Company to consolidate the most
A146_1,3.067837,-0.81489104,1_3,2_13,Joint Venture Company to consolidate the most advanced AI development
A145_0,0.8331334,-0.57277703,1_5,2_4,Commandment 5.Create Global AI Control Agency (GAICA) to control AI
A145_1,1.2423403,1.6618519,1_1,2_7,AI Control Agency (GAICA) to control AI development process not
A144_0,1.1865382,-0.16336411,1_5,2_4,Commmandment 4. Create Global AI Regulation Authority (GAIRA) to regulate
A143_0,2.8896666,1.6891785,1_2,2_10,Commandment 3. Retain control over AI governance beyond 2030
A142_0,1.8270954,1.3927044,1_5,2_11,Commandment 2. Undertake a comprehensive deep and fast reform of
A141_0,2.4360187,-0.4030626,1_5,2_14,Commandment 1. Adjust the world governance to a civilisational shift
A141_1,1.7684815,2.4522085,1_1,2_0,the world governance to a civilisational shift
A141_2,4.7681966,1.2914978,1_3,2_6,1. Adjust the world governance to a civilisational shift
A140_0,2.8879912,2.5521338,1_2,2_12,We need supper fast global Program of developing friendly Superintelligence
A140_1,2.3390498,-1.268016,1_4,2_1,fast global Program of developing friendly Superintelligence by liberal democracies
A140_2,2.5613446,1.993412,1_2,2_10,of developing friendly Superintelligence by liberal democracies based on kind
A139_0,3.3619397,-0.624262,1_3,2_13,"Anonymous said 'Agenda should ask how AI might supplement, but"
A139_1,1.292773,-0.8210145,1_4,2_8,"should ask how AI might supplement, but not replace us'."
A138_0,3.853356,2.7756605,1_2,2_12,We are unlikely to ever agree on global AI regulation
A136_0,0.4429062,-0.1781971,1_5,2_4,AI is not only a new type of tecnhology. Most
A135_0,2.3835819,0.3473742,1_5,2_14,All AI programmes must be coded to self-identity as AI
A134_0,1.8367293,0.2431878,1_5,2_14,It's too late to democratise AI development. Deveop one single
A134_1,1.9400889,-0.8438867,1_4,2_8,to democratise AI development. Deveop one single superintelligent AI under
A133_0,1.7773035,-0.078078136,1_5,2_14,Democratisation of the development and deployment of AI woudl only
A133_1,2.3384879,1.1030343,1_5,2_11,development and deployment of AI woudl only be possibel if
A132_0,1.7249372,-0.82209957,1_4,2_8,It is naive to hope we can still filter which
A131_0,2.9086316,0.56218785,1_2,2_5,Pace of AI development should be dictated by the public
A131_1,2.1451125,-1.6310506,1_4,2_1,development should be dictated by the public but realistically it
A130_0,4.9357944,0.9163471,1_3,2_6,"Quite soone we may have AGI, which would be more"
A129_0,2.9178867,1.1493597,1_2,2_5,"Advanced AI should be referred as 'it', since only a"
A128_0,1.1052347,-0.76137817,1_4,2_8,Is it helpful to think of AI as an 'is'
A128_1,2.8200219,-0.45862514,1_3,2_9,to think of AI as an 'is' or as an
A127_0,3.2774994,-0.24779199,1_3,2_9,"With the unlimited potential for AI, there has to be"
A126_0,4.995646,-0.14582923,1_3,2_3,The only way to police the development and use of
A125_0,0.57488436,-0.754786,1_5,2_4,Data assets must be made more widely accessible to ensure
A125_1,1.293997,1.698478,1_1,2_7,be made more widely accessible to ensure AI can be
A125_2,2.8923292,0.14536509,1_3,2_9,widely accessible to ensure AI can be widely developed (democratised);
A124_0,0.19593571,0.33798575,1_5,2_4,Data aggregation is essential to (most) AI training & monitoring.
A123_0,3.0398216,-1.45662,1_3,2_13,The existence of capable AI means increasing the concentration of
A122_0,4.167138,-0.031347584,1_3,2_3,In a manner similar to companies we should accept that
A122_1,0.81952345,0.28152272,1_5,2_4,similar to companies we should accept that AIs of sufficient
A122_2,3.2190163,-1.1652313,1_3,2_13,we should accept that AIs of sufficient capability deserve rights
A121_0,1.0449432,1.803602,1_1,2_7,"Should Phonons be part of future AI, will this be"
A121_1,2.298022,-0.113210775,1_5,2_14,"part of future AI, will this be useful, or generally"
A121_2,1.9590343,0.19035432,1_5,2_14,"AI, will this be useful, or generally known."
A119_0,1.7744302,0.10114964,1_5,2_14,"AI will enhance equity and inclusion, within a context of"
A119_1,4.9139013,1.617396,1_2,2_2,"equity and inclusion, within a context of community value, improving"
A117_0,2.298416,2.620379,1_1,2_0,AI has the potential to create a more equitable world
A117_1,3.8540363,-0.01177212,1_3,2_9,potential to create a more equitable world if approached critically
A117_2,3.6939673,0.635314,1_3,2_6,a more equitable world if approached critically & ethically. I'd
A118_0,3.843916,0.5902764,1_3,2_6,We need policy provisions for the design and methods by
A118_1,1.2581441,0.37526152,1_5,2_4,provisions for the design and methods by which AI is
A116_0,4.071645,1.921526,1_2,2_2,We need policy provisions for the design and methods by
A116_1,1.5596277,1.558905,1_5,2_11,provisions for the design and methods by which AI is
A116_2,1.2826257,1.6457443,1_1,2_7,design and methods by which AI is developed to ensure
A115_0,2.5873544,-0.5655902,1_4,2_1,There are cases in which AI should not be implemented
A115_1,0.4768334,-0.13804302,1_5,2_4,in which AI should not be implemented or used due
A115_2,3.3607032,0.44160435,1_3,2_9,should not be implemented or used due to significant systemic
A114_0,3.5246072,-0.8154188,1_3,2_13,The US should establish a NIST or FDA-style federal agency
A113_0,2.5408192,1.0641025,1_2,2_5,We should talk about how OpenAI is interfering with non-profit
A112_0,3.825995,2.4608893,1_2,2_12,We are unlikely to ever agree on global AI regulation
A112_1,1.3061353,-0.14194398,1_5,2_4,to ever agree on global AI regulation due to cultural
A112_2,3.028219,0.9892722,1_2,2_5,"on global AI regulation due to cultural differences, and should"
A111_0,0.98583645,2.0957434,1_1,2_7,"To mitigate AI existential risks we must also research how,"
A111_1,0.3581055,0.6897623,1_5,2_4,"existential risks we must also research how, and prevent that,"
A110_0,2.1341484,-0.21593562,1_5,2_14,There is no such thing as safe open source ai.
A110_1,0.4420092,1.6001648,1_1,2_7,such thing as safe open source ai. Any safety measures
A109_0,2.2846951,1.2859179,1_5,2_11,We need cooperative-ownership of AI models: the missing piece is
A109_1,2.8959827,1.1537894,1_2,2_5,"of AI models: the missing piece is not regulation, but"
A109_2,4.043362,2.6939938,1_2,2_12,"the missing piece is not regulation, but ownership."
A108_0,2.610479,-0.883234,1_4,2_1,AI development should be targeted at clearly demarcated contexts and
A108_1,1.7843539,-0.310471,1_5,2_14,be targeted at clearly demarcated contexts and the communities in
A108_2,2.5419827,0.6225082,1_2,2_5,clearly demarcated contexts and the communities in those contexts involved
A107_0,2.6880407,1.3044194,1_2,2_5,International opinion and deliberation on AI is fundamentally risky unless
A106_0,3.0310469,-0.8999931,1_3,2_13,"DEI-based framings of this debate are silly, just as they"
A106_1,3.2804635,3.010696,1_2,2_12,"this debate are silly, just as they would be if"
A105_0,4.2847795,1.2023567,1_3,2_6,"I think that, on the whole, the West is more"
A104_0,0.8228457,1.2044116,1_1,2_7,The biggest AI-related geopolitical risk is the US advancing AI
A104_1,0.78806996,0.73054284,1_5,2_4,"geopolitical risk is the US advancing AI first, and China"
A104_2,3.6173174,-0.970681,1_3,2_13,"the US advancing AI first, and China either copying or"
A103_0,2.8275766,-1.0650599,1_4,2_1,Western arguments that we are in an AI race against
A103_1,2.154441,-0.003825428,1_5,2_14,we are in an AI race against China and therefore
A102_0,0.82990414,0.908143,1_1,2_7,"Short-term AI risks to economic and social inequalities are linked,"
A102_1,2.3485756,0.3332284,1_5,2_14,"to economic and social inequalities are linked, and should be"
A99_0,1.6965152,0.20107368,1_5,2_14,The pace of AI development should be dictated by the
A99_1,2.8407257,0.5792801,1_2,2_5,"AI development should be dictated by the public, not companies"
A99_2,3.4385846,1.3340106,1_2,2_5,"be dictated by the public, not companies"
A101_0,2.708206,-1.1860138,1_4,2_1,The public have sufficient familiarity with the domains affected by
A100_0,3.607233,0.12731966,1_3,2_9,AI does not pose substantially different challenges to those we've
A98_0,2.1081154,0.22003399,1_5,2_14,We should be more worried about AI arms races between
A98_1,0.91517353,-0.4136941,1_5,2_4,more worried about AI arms races between corporations than ones
A97_0,0.70344085,1.3346695,1_1,2_7,More attention should be paid to short-term AI risks related
A97_1,2.4931116,1.3849331,1_2,2_10,"be paid to short-term AI risks related to economic inequality,"
A97_2,1.3372874,-1.3777531,1_4,2_8,"short-term AI risks related to economic inequality, relative to social"
A96_0,2.236223,0.52120346,1_5,2_14,The way the media report on AI is driving a
A95_0,4.030853,-1.4495722,1_3,2_13,We should think about many schools of moral philosophy when
A95_1,1.247264,0.27888528,1_5,2_4,about many schools of moral philosophy when developing AI
A94_0,3.055131,0.90676075,1_2,2_5,Communities affected by use of AI tools must have a
A94_1,3.4259686,-0.3606091,1_3,2_9,use of AI tools must have a say in decisions
A94_2,2.6692598,2.5320394,1_2,2_10,tools must have a say in decisions about their development
A85_0,1.2136449,-0.5939193,1_4,2_8,AI development should not be accelerated on the fear that
A92_0,1.6189588,-0.7789992,1_4,2_8,AI regulatory bodies should be created to rapidly respond to
A92_1,0.96109295,1.1098632,1_1,2_7,should be created to rapidly respond to novel less-than-existential AI
A92_2,2.3036983,-0.6169276,1_4,2_1,to rapidly respond to novel less-than-existential AI alignment failures while
A93_0,4.138418,1.3655127,1_3,2_6,"More safety checks, peer review, and scrutiny from regulatory bodies,"
A91_0,2.5042188,-1.1783425,1_4,2_1,"If mass unemployment ensues from AI, expanding existing welfare programs"
A91_1,1.7480758,1.6752508,1_1,2_0,"ensues from AI, expanding existing welfare programs is preferable to"
A90_0,3.1340046,0.0850776,1_3,2_9,"An AI development pause is good for its own sake,"
A90_1,4.8365717,1.5594933,1_2,2_2,"pause is good for its own sake, even if the"
A90_2,3.1295676,2.08836,1_2,2_10,"for its own sake, even if the time is not"
A89_0,1.2846435,1.2332354,1_5,2_11,"AI alignment failures are better to happen sooner, with less"
A89_1,2.2463994,2.64273,1_1,2_0,"are better to happen sooner, with less powerful systems, than"
A88_0,2.3639379,-1.0489943,1_4,2_1,"Artificial general intelligence is likely to be created before 2030,"
A88_1,2.8890722,0.28149003,1_3,2_9,"is likely to be created before 2030, assuming business-as-usual (no"
A88_2,4.026475,2.4746644,1_2,2_12,"be created before 2030, assuming business-as-usual (no major regulation, no"
A87_0,3.7746572,-1.5187801,1_3,2_13,"Successfully aligned AI will use many schools of moral philosophy,"
A87_1,3.8731382,-1.4494238,1_3,2_13,"will use many schools of moral philosophy, not just one."
A87_2,2.5932968,-0.6454976,1_4,2_1,"schools of moral philosophy, not just one."
A86_0,2.6191325,2.105512,1_2,2_10,A world of many AI superintelligences is preferable to a
A86_1,2.9048798,1.6826884,1_2,2_10,many AI superintelligences is preferable to a world with only
A86_2,1.562158,0.8107245,1_5,2_11,is preferable to a world with only one AI superintelligence.
A84_0,1.3567059,1.1463317,1_5,2_11,Among the goals of an aligned AI superintelligence should be
A84_1,2.7860076,-0.17227168,1_3,2_9,of an aligned AI superintelligence should be the material prosperity
A83_0,0.95701575,-0.082492664,1_5,2_4,The creation of sentient AI should be avoided if non-sentient
A83_1,2.9683547,-0.5592636,1_3,2_9,sentient AI should be avoided if non-sentient AI of identical
A82_0,3.2217543,-0.79416007,1_3,2_13,"The material costs of computing and AI (electricity, water, land,"
A82_1,2.8559215,-1.2290996,1_4,2_1,"of computing and AI (electricity, water, land, ...), and who"
A82_2,0.6311114,-0.65297216,1_5,2_4,"AI (electricity, water, land, ...), and who gets to decide"
A81_0,2.3941097,0.5117982,1_5,2_14,"On their current development and release paradigm, LLMs are far"
A81_1,1.5071849,-1.33795,1_4,2_8,"development and release paradigm, LLMs are far more likely to"
A81_2,1.1232058,0.20407245,1_5,2_4,"paradigm, LLMs are far more likely to pollute and degrade"
A80_0,2.699974,2.528647,1_2,2_10,There needs to be a great shift towards funding/investing in
A79_0,4.054446,-0.4408665,1_3,2_3,"AI's advantages and weaknesses (Better memory, faster thinking,Heavy energy dependence)"
A78_0,3.2165682,-0.23441483,1_3,2_9,The most important consideration is stopping AI from killing all
A77_0,3.341114,2.4311194,1_2,2_12,"European policy leaders are anti-immigrant, anti-semitic, and anti-American and cannot"
A77_1,2.656986,0.8615569,1_2,2_5,"are anti-immigrant, anti-semitic, and anti-American and cannot be trusted to"
A76_0,4.6183324,1.2268174,1_3,2_6,The international community is untrustworthy and has demonstrable biases that
A76_1,3.1632247,1.3264465,1_2,2_5,is untrustworthy and has demonstrable biases that should not be
A76_2,0.49686632,0.85601026,1_5,2_4,has demonstrable biases that should not be carried forward to
A75_0,3.8062012,-1.0655327,1_3,2_13,Global coordination is infeasible because it would REQUIRE embedding authoritarian
A75_1,2.9583888,-1.7206486,1_3,2_13,infeasible because it would REQUIRE embedding authoritarian Chinese values in
A74_0,3.3752377,-1.5998913,1_3,2_13,Global coordination is infeasible because it would allow authoritarian values
A74_1,3.404377,-1.6919507,1_3,2_13,infeasible because it would allow authoritarian values to infect the
A74_2,0.52499694,0.32015368,1_5,2_4,would allow authoritarian values to infect the values of AI
A73_0,2.6946607,1.5142022,1_2,2_10,"An agenda should ask how AI might supplement, but not"
A73_1,2.5638871,-0.20008239,1_5,2_14,"ask how AI might supplement, but not replace us"
A72_0,1.5550011,-1.4221269,1_4,2_8,Overreliance on AI may exacerbate a less skilled & less
A72_1,2.3727083,2.7849863,1_1,2_0,may exacerbate a less skilled & less engaged citizenry
A71_0,2.6123266,2.3494048,1_2,2_10,An arms race for AI supremacy cannot be allowed
A71_1,2.370067,-0.5296162,1_4,2_1,for AI supremacy cannot be allowed
A71_2,0.84371066,0.29636046,1_5,2_4,race for AI supremacy cannot be allowed
A70_0,3.0755756,0.06449433,1_3,2_9,"We must solve for a sustainable, adaptive, & effective global"
A69_0,3.399305,1.5926058,1_2,2_10,"Should think about how AI may enable global coordination solutions,"
A69_1,1.7374825,-0.9772074,1_4,2_8,"how AI may enable global coordination solutions, enabling major states/institutions"
A68_0,3.1051798,2.0526037,1_2,2_10,We should consider how to incentivize AI for common good
A68_1,4.1712418,2.1795495,1_2,2_2,"how to incentivize AI for common good (better democracy, less"
A67_0,0.8767987,-1.085699,1_4,2_8,"A business imperative (i.e., profits, growth) must not be the"
A67_1,3.3827882,2.5743484,1_2,2_12,"(i.e., profits, growth) must not be the driving force of"
A67_2,3.2031534,-1.1754829,1_3,2_13,must not be the driving force of AI innovation
A63_0,3.209118,2.530721,1_2,2_12,Small-world networks provide a precise way of describing how to
A54_0,2.552839,0.17209984,1_5,2_14,"How might AI be used to enable global coordination solutions,"
A54_1,1.5601654,-0.007293329,1_5,2_14,"be used to enable global coordination solutions, enabling major states/institutions"
A54_2,2.5042443,-0.8626214,1_4,2_1,"enable global coordination solutions, enabling major states/institutions to cooperate against"
A66_0,4.2001066,1.886762,1_2,2_2,"Governments should introduce mandatory reporting requirements for foundation model developers,"
A66_1,2.064565,1.9200015,1_1,2_0,"mandatory reporting requirements for foundation model developers, e.g. at the"
A66_2,1.6822973,2.3633049,1_1,2_0,"for foundation model developers, e.g. at the start or end"
A65_0,1.8817266,2.1112916,1_1,2_0,"Governments should consider public investment in, and development of, AI"
A65_1,1.7445651,1.6675373,1_1,2_0,"public investment in, and development of, AI to steer applications"
A64_0,4.826222,1.830812,1_2,2_2,"Governments should clarify liability law, so that legal & financial"
A64_1,3.7756815,1.6071384,1_2,2_2,"liability law, so that legal & financial liability for AI"
A64_2,1.0821435,1.5019768,1_1,2_7,that legal & financial liability for AI risk is distributed
A62_0,1.2534815,0.8509148,1_5,2_11,"Asking AI to seek truth may provide some safety, but"
A62_1,1.3160697,-0.7843311,1_4,2_8,"seek truth may provide some safety, but we should also"
A61_0,3.1401544,0.97438675,1_2,2_5,Everyone should list their preference for maintaining their individuality as
A61_1,1.3304158,0.046662275,1_5,2_4,their preference for maintaining their individuality as we become increasingly
A61_2,2.688414,-1.1157019,1_4,2_1,maintaining their individuality as we become increasingly connected to AI
A60_0,1.0852135,-0.9356772,1_4,2_8,Predicting as far into the future as possible is critical
A59_0,4.864543,-0.029850734,1_3,2_3,"AIs potential to help solve major problems related to energy,"
A59_1,4.675495,-0.13247931,1_3,2_3,"help solve major problems related to energy, health, & planetary"
A58_0,2.7111964,-0.54735535,1_4,2_1,AIs should consider the effect their decisions will have on
A57_0,1.4783962,0.75315124,1_5,2_11,"Love in the forms of connection, tolerance, caring, and compassion"
A57_1,3.7945762,0.59195954,1_3,2_6,"forms of connection, tolerance, caring, and compassion are central human"
A56_0,3.7694871,1.6913561,1_2,2_2,"Values used in training AIs, like those in Anthropic's Constitutional"
A56_1,4.0704327,1.2359428,1_3,2_6,"training AIs, like those in Anthropic's Constitutional AI, should be"
A56_2,2.6468904,1.2381387,1_2,2_5,"those in Anthropic's Constitutional AI, should be voted on by"
A55_0,3.1990874,0.94076896,1_2,2_5,"The development of AI companions is net beneficial to humanity,"
A53_0,1.1213733,1.4013678,1_1,2_7,"A business imperative (i.e., profits, growth) must not be the"
A53_1,0.7327738,1.2657531,1_1,2_7,"(i.e., profits, growth) must not be the driving force of"
A52_0,2.2443385,-1.6421846,1_4,2_1,At some point we must consider consciousness/sentience and when AI
A51_0,2.042029,1.132503,1_5,2_11,"How might we incentivize AI for common goods (e.g., better"
A51_1,3.5953257,1.2001852,1_2,2_5,"incentivize AI for common goods (e.g., better democracy, less pollution,"
A51_2,4.2390723,2.5654411,1_2,2_2,"common goods (e.g., better democracy, less pollution, improved education) rather"
A50_0,1.1377906,0.96045107,1_5,2_11,"We must solve for a sustainable, adaptive, & effective global"
A49_0,1.04634,2.422086,1_1,2_7,The epistemic risks of AI are a consequence of how
A49_1,2.231642,2.1089027,1_1,2_0,of AI are a consequence of how our social structures
A48_0,1.2687722,0.35424793,1_5,2_4,AI governance alone is not enough: it is necessary to
A48_1,4.274465,1.3365746,1_3,2_6,is not enough: it is necessary to critique both the
A47_0,2.7309968,-1.1589154,1_4,2_1,The issues we are discussing with AI are present in
A46_0,1.8620272,-1.1481439,1_4,2_8,Pol.is is not a deliberation platform: voting on 140 character
A45_0,4.5518265,2.3578453,1_2,2_2,Truly deliberative and participatory forms of democratic governance require a
A44_0,0.6146002,0.44853276,1_5,2_4,AI could aid in discovering production/extraction efficiencies (of scarce resources)
A43_0,1.8588204,1.7298769,1_1,2_0,"AI may perpetuate not only cultural bias, but an ontology"
A43_1,3.683023,-0.43246824,1_3,2_9,"not only cultural bias, but an ontology that is capitalist/extractive/zero-sum—embedding"
A42_0,2.5603287,0.83862436,1_2,2_5,Steps must be taken to ensure that future technological developments
A42_1,3.1518602,-0.45224896,1_3,2_9,taken to ensure that future technological developments do not concentrate
A42_2,1.9506904,2.473269,1_1,2_0,that future technological developments do not concentrate power in the
A41_0,1.2170187,-1.270873,1_4,2_8,"In their current level of sophistication, LLMs like ChatGPT do"
A40_0,2.6657586,-0.3236192,1_3,2_9,Overreliance on AI may exacerbate a less skilled & less
A40_1,3.0416977,1.5416808,1_2,2_10,may exacerbate a less skilled & less engaged citizenry; an
A40_2,1.5920854,0.6218309,1_5,2_11,less skilled & less engaged citizenry; an agenda should ask
A39_0,4.1118803,-1.153255,1_3,2_13,It is moral to use the threat of war to
A39_1,4.6259556,0.7266823,1_3,2_6,to use the threat of war to constrain development of
A38_0,2.5069723,-1.6629772,1_4,2_1,We should encourage nation-states to regulate AIs as if they
A37_0,3.9716277,1.1311967,1_3,2_6,The most important thing is avoiding the death of the
A37_1,3.483344,0.9370962,1_2,2_5,thing is avoiding the death of the human race; everyday
A37_2,2.5640867,0.84749454,1_2,2_5,the death of the human race; everyday bias from AI
A36_0,3.0222604,2.3018222,1_2,2_10,Future AI models have the potential to lower expertise barriers
A36_1,2.1606781,2.5882435,1_1,2_0,have the potential to lower expertise barriers for crafting biological
A35_0,3.4561646,-0.2474132,1_3,2_9,I think the development of AI will relate heavily to
A35_1,2.2044997,-0.71263343,1_4,2_1,development of AI will relate heavily to the cultural shifts
A35_2,2.7021327,-0.8801053,1_4,2_1,will relate heavily to the cultural shifts present in our
A34_0,2.0406134,0.12464054,1_5,2_14,The use of AI in external and internal facing tools
A33_0,3.0175743,0.22454351,1_3,2_9,Regulation of AI should be different for companies of different
A33_1,2.9743552,1.1296656,1_2,2_5,should be different for companies of different sizes.
A32_0,2.8599572,-1.736786,1_3,2_13,We need more pragmatic and less moralistic discussion on how
A32_1,2.4593592,-1.7685754,1_4,2_1,pragmatic and less moralistic discussion on how to democratize AI
A32_2,2.8041577,-1.4429797,1_4,2_1,"moralistic discussion on how to democratize AI (e.g., public funding"
A31_0,1.7656186,1.0682259,1_5,2_11,We should discourage any use of AI to generate statements
A31_1,1.5861727,1.4902213,1_5,2_11,any use of AI to generate statements that look like
